book_name,book_price
Lao Tzu Tao Te Ching,EGP685.00
Girl with the Dragon Tattoo,EGP400.00
Haunting of Hill House,EGP650.00
Blue Zones Solution,EGP605.00
Song of Achilles,EGP485.00
Limitless,"EGP1,205.00"
Medical Medium Cleanse to Heal,"EGP1,695.00"
Moonology (TM) : Working with the Magic of Lunar Cycles,EGP520.00
Good Vibes Good Life : How Self-Love Is the Key to Unlocking Your Greatness,EGP520.00
Daisy Jones and The Six : Winner of the Glass Bell Award for Fiction,EGP470.00
Breaking the Habit of Being Yourself : How to Lose Your Mind and Create a New One,EGP715.00
How Women Rise,EGP640.00
This is Marketing,EGP815.00
If Beale Street Could Talk,EGP425.00
First Among Equals,EGP425.00
Absolute Proof,EGP325.00
Arabic Sociolinguistics,"EGP1,205.00"
Column of Fire,EGP325.00
Good Fight,EGP325.00
Accidental Heroes,EGP325.00
Fall From Grace,EGP325.00
Past Perfect,EGP325.00
Duchess,EGP325.00
Divine Justice,EGP230.00
Sins of the Father,EGP375.00
Only Time Will Tell,EGP470.00
Best Kept Secret,EGP375.00
Be Careful What You Wish For,EGP375.00
Hit,EGP425.00
Hidden in Plain Sight,EGP765.00
Triple,EGP520.00
Paper Money,EGP425.00
Winner,EGP260.00
On Wings of Eagles,EGP520.00
Whiteout,EGP520.00
Moral Compass,EGP715.00
In His Father’s Footsteps,EGP325.00
Walk the Wire,EGP570.00
World Without End,EGP230.00
Pillars of the Earth,EGP425.00
Zero Day,EGP425.00
Wean in 15 Up-to-date Advice a,EGP815.00
Butterfly Room,EGP425.00
Last Trial,EGP960.00
Vega Jane and the Secrets of S,EGP375.00
Language and Identity in Moder,"EGP1,205.00"
Fourth Estate,EGP425.00
Thai Massage Manual,EGP715.00
Dynamics of Stillness : Develop Your Senses and Reconnect with Nature Through Meditation,EGP715.00
Hildegard of Bingen’s Holistic Health Secrets,EGP715.00
Your Meditation Journey : Over 30 Exercises and Visualizations to Guide You on the Path to Inner Peace and Self-Discovery,EGP620.00
Healing Body Meditations : 30 Mandalas to Enhance Your Health and Well-Being,EGP715.00
7 Habits Of Highly Effective People: Revised and Updated : 30th Anniversary Edition,EGP715.00
The Boy and the Boy King,EGP500.00
"Nefertiti, Queen and Pharaoh of Egypt",EGP750.00
Ancient Egyptian Magic,EGP400.00
Rooted in the Body,EGP750.00
Gold Dust,EGP250.00
The Butcher of Casablanca,EGP250.00
Authentic Egyptian Cooking,EGP400.00
A History of Arab Graphic Design,"EGP1,200.00"
Alif 40: Mapping New Direction,EGP90.00
Life Is More Beautiful than Paradise,EGP300.00
Dune,EGP445.00
Sinai People Faces of Time,EGP500.00
"Ask Again, Yes",EGP425.00
Gentleman in Moscow,EGP470.00
Time of White Horses,EGP350.00
The Angel’s Game,EGP425.00
The Perks of Being a Wallflower,EGP425.00
Getting the Love You Want,EGP470.00
Sorrowful Muslim’s Guide,EGP960.00
Testaments,EGP485.00
Coming Home to Yourself,EGP650.00
Pocket Guide to Chakras,EGP400.00
How to Win,EGP685.00
Art Of Living And Dying,EGP810.00
City of Brass,EGP470.00
Knife,EGP425.00
Into the Water,EGP435.00
Orlando,EGP525.00
Plague,EGP470.00
Retirement The Psychology of R,EGP715.00
Digital Photographer’s Handboo,"EGP1,205.00"
Lying Life of Adults,EGP960.00
Short History of World War II,EGP915.00
Ecology Book,EGP915.00
Story of Painting,"EGP1,205.00"
Scientists Who Changed History,EGP915.00
Leaders Who Changed History,EGP915.00
Gravity Is the Thing,EGP425.00
Finding Chika,EGP375.00
Yoga Therapy for Fear,"EGP1,205.00"
Velazquez The Complete Works,"EGP3,480.00"
Bosch The Complete Works,"EGP3,480.00"
Van Gogh The Complete Paintings,"EGP2,900.00"
Small Great Things,EGP470.00
Dark Tower I,EGP470.00
Betrayal,EGP425.00
Alias Grace,EGP470.00
HBR’s 10 Must Reads on Strateg,"EGP1,015.00"
Fast Feast Repeat,EGP690.00
Buddhism,EGP605.00
Fatburn Fix,"EGP1,180.00"
Book of Women,EGP730.00
Belief Doubt and Fanaticism,EGP650.00
Innocence Knowledge and Wonder,EGP730.00
Healing with Light Frequencies,EGP770.00
How to Make a House a Home,EGP935.00
Woman in the Window,EGP350.00
Magnolia Table Volume 2,"EGP1,425.00"
Magnolia Table,"EGP1,220.00"
Homebody,"EGP1,630.00"
Peace is Every Step,EGP620.00
The Girl With Braided Hair,EGP250.00
Year in Tech 2021,EGP935.00
HBR’s 10 Must Reads on Public,"EGP1,015.00"
HBR’s 10 Must Reads on Diversi,"EGP1,015.00"
Connected Strategy,"EGP1,305.00"
Dealing with Difficult People,EGP810.00
HBR Guide for Women at Work,EGP810.00
Finding Freedom,EGP875.00
What the Wind Knows,EGP605.00
Blockchain,EGP935.00
World Without End,EGP620.00
Pillars of the Earth,EGP620.00
Essential Enneagram,EGP605.00
Butterfly Wings,EGP150.00
Last Station,EGP175.00
Naguib Mahfouz at Sidi Gaber,EGP175.00
Dream Factory on the Nile,EGP900.00
Cinema Cairo,EGP450.00
Bird Box Mti,EGP650.00
Gone with the Wind,EGP520.00
Classic Egyptian Movies,EGP700.00
Goldfinch,EGP520.00
The Arab National Project in Youssef Chahine’s Cinema,EGP400.00
Egyptian Theatre in the Nineteenth Century 1799–1882,EGP350.00
Dracula,EGP180.00
Like Water for Chocolate,EGP425.00
10 Minutes 38 Seconds in this Strange World,EGP470.00
Room Where It Happened,"EGP1,205.00"
Mrs. Everything,EGP690.00
Beirut Anthology,EGP275.00
Grit,EGP770.00
Poet X,EGP525.00
Equilibrium,EGP375.00
Half,EGP495.00
Awareness To Action,EGP295.00
In the Shoes of the Other,EGP250.00
Kallimni ‘Arabi,EGP700.00
Farewell to Alexandria,EGP100.00
Revisiting Levels of Contempor,"EGP1,100.00"
Ancient Egyptian Jewelry,EGP550.00
Migrant Dreams Egyptian Worke,EGP350.00
Zikrayat,EGP300.00
Traces A Memoir,EGP450.00
Thirteen Ways to Make a Plural,EGP250.00
Egypt Visual Explorer Guide,EGP400.00
Discovery at Rosetta Revealin,EGP400.00
Afterglow of Empire,EGP450.00
Cairo Inside Out,EGP550.00
Egypt Inside Out,EGP750.00
History of Egypt,EGP500.00
Vintage Egypt,"EGP1,100.00"
Cairo Since 1900,EGP800.00
Analyzing Collapse,EGP800.00
No Knives in the Kitchens of T,EGP250.00
Palace Walk,EGP350.00
Kallimni ‘Arabi Aktar,EGP700.00
Dear Tia,EGP60.00
"Egypt’s Diplomacy in War, Peace and Transition",EGP890.00
Braving the Wilderness,EGP360.00
Beach Read,EGP445.00
Way Of The Bold Ones,EGP220.00
Assassin’s Creed Revelations,EGP400.00
Billion Dollar Whale,EGP470.00
Vendetta,EGP375.00
The Concise Art of Seduction,EGP580.00
Concise 48 Laws of Power,EGP580.00
On Identity,EGP580.00
Art of War,EGP225.00
Best of Sherlock Holmes,EGP180.00
Barnaby Rudge,EGP155.00
Count of Monte Cristo,EGP180.00
Nicholas Nickleby,EGP180.00
Lost World and Other Stories,EGP180.00
Martin Chuzzlewit,EGP180.00
Villette,EGP180.00
Three Musketeers,EGP180.00
Magic,EGP425.00
Time Travel Diaries,EGP325.00
The Power of Habit,EGP570.00
Beer in the Snooker Club,EGP470.00
Concise Mastery,EGP425.00
How To Fight,EGP350.00
Study in Scarlet and Sign of the Four,EGP180.00
Twenty Years After,EGP155.00
My Brilliant Friend,EGP470.00
Hippie,EGP425.00
Humans,EGP425.00
Never Fade,EGP425.00
Ikigai,EGP870.00
Untamed,EGP715.00
Surrounded By Idiots,EGP640.00
Then She Was Gone,EGP495.00
21 Lessons for the 21st Centur,EGP520.00
Invisible Women,EGP520.00
Pinball 1973,EGP325.00
Homo Deus,EGP520.00
Girl on the Train,EGP375.00
Shamer’s Signet (The Shamer,EGP375.00
Untangled,EGP470.00
Reasons to Stay Alive,EGP470.00
Sacred History,EGP715.00
Wild Mercy,EGP730.00
Rich Dad’s Guide to Investing,EGP320.00
Rich Dad Poor Dad,EGP360.00
Living Beautifully,EGP685.00
Thirteen Reasons Why,EGP445.00
Hollow City,EGP605.00
Miss Peregrine’s Home for Pecu,EGP605.00
Daring Greatly,EGP690.00
Pocket Rumi,EGP480.00
Why Men Love Bitches,EGP650.00
Untethered Soul,EGP870.00
Promise is a Promise,EGP50.00
Meditations To Heal Your Life,EGP715.00
Power is within You,EGP620.00
President Is Missing,EGP400.00
"Boy, The Mole, The Fox and The Hourse",EGP815.00
Anonymous Girl,EGP620.00
New Silk Roads,EGP620.00
Thousand Splendid Suns,EGP550.00
And the Mountains Echoed,EGP470.00
Ash Princess,EGP445.00
Seven Days of You,EGP375.00
Siege and Storm,EGP375.00
Ruin and Rising,EGP375.00
Heads You Win,EGP470.00
Solve For Happy,EGP520.00
Disney Descendants Mal’s Diary,EGP400.00
Disney Descendants Mal’s Spell,EGP485.00
Mortal Instruments City of Fal,EGP605.00
Mortal Instruments City of Gla,EGP605.00
Seat of the Soul,EGP770.00
Shadow of the Wind,EGP520.00
Color Purple,EGP470.00
Labyrinth of the Spirits,EGP470.00
Sophie’s World,EGP550.00
Outsider,EGP470.00
Picture of Dorian Greyhound Cl,EGP375.00
Cruel Prince,EGP375.00
The Power Of Your Subconscious Mind,EGP470.00
7 Habits of Highly Effective T,EGP425.00
Losing Hope,EGP470.00
Slammed,EGP425.00
Lucky One,EGP360.00
How to Talk So Kids Will Liste,EGP770.00
3rd Alternative,EGP770.00
No Man’s Land,EGP425.00
Doctor Sleep,EGP425.00
11.22.63,EGP520.00
How to Win Friends and Influence People,EGP445.00
100 Things to Know About Scien,EGP470.00
Definitive Book of Body Langua,EGP520.00
Circe,EGP470.00
Quidditch Through the Ages,EGP325.00
Throne of Glass 5 Empire of St,EGP425.00
Harry Potter and the Deathly Hallows,EGP425.00
Harry Potter and the Half-Blood Prince,EGP425.00
Harry Potter and the Order of the phoenix,EGP425.00
Harry Potter and the Goblet of fire,EGP425.00
Harry Potter and the Prisoner of Azkaban,EGP435.00
Harry Potter and the Chamber of Secrets,EGP375.00
Harry Potter and the Philosopher’s Stone,EGP375.00
Throne of Glass 3 Heir of Fire,EGP425.00
Throne of Glass 2 Crown of Mid,EGP425.00
Throne of Glass,EGP425.00
Fantastic Beasts,EGP815.00
Fantastic Beasts and Where to,EGP815.00
Evolution,EGP375.00
On The Come Up,EGP375.00
Hate U Give,EGP425.00
Mortal Instruments 2 City of A,EGP425.00
Infernal Devices 3 Clockwork P,EGP425.00
Paris for One and Other Storie,EGP470.00
Still Me,EGP375.00
Nine Perfect Strangers,EGP470.00
Defy Me,EGP425.00
Restore Me,EGP425.00
Unravel Me,EGP425.00
Shatter Me,EGP425.00
Hunger (The Gone Series),EGP375.00
Millionaire Success Habits,"EGP1,060.00"
Girl Stop Apologizing,EGP770.00
Descendants 2 Mal’s Spell Book,EGP525.00
Harry Potter & Fantastic Beast,EGP400.00
Hunger Games Special Edition,EGP525.00
Shadows,EGP730.00
Silent Patient,EGP400.00
Manifesto for a Moral Revoluti,EGP730.00
Nothing Ventured,EGP400.00
"Red, White & Royal Blue",EGP690.00
One Step Ahead: Mastering the,EGP730.00
You Are Not Alone,EGP730.00
Shelter in Place,EGP360.00
Children of Virtue and Vengean,EGP445.00
Fear,EGP650.00
It Didn’t Start With You,EGP730.00
Rooster Bar,EGP400.00
Auggie and Me Three Wonder Sto,EGP400.00
Memory Police,EGP465.00
We Should All Be Feminists,EGP400.00
Positive Discipline Tools For,EGP730.00
Love Yourself Heal Your Life,EGP815.00
Heal Your Body,EGP520.00
Automobile Club of Egypt,EGP470.00
Blue Moon,EGP425.00
Rising Strong,EGP730.00
Man’s Search for Meaning,EGP445.00
Light on Yoga,EGP895.00
Crusades through Arab Eyes,EGP730.00
China Rich Girlfriend,EGP685.00
5 Love Languages,EGP690.00
When Panic Attacks,EGP730.00
Fantastic Beasts and Where to Find Them,EGP425.00
Next Person You Meet in Heaven,EGP425.00
Every Breath,EGP670.00
Harry Potter and the Cursed Child,EGP470.00
Two by Two,EGP425.00
See Me,EGP425.00
Five People You Meet in Heaven,EGP425.00
Map of Love,EGP315.00
See Inside Your Body with over 50 flaps to lift,EGP470.00
The Tempest,EGP320.00
Macbeth,EGP280.00
Unlimited Power,EGP520.00
Awaken the Giant Within,EGP520.00
"Men Are from Mars, Women Are f",EGP425.00
How to Talk to Anyone,EGP465.00
Nickel Boys,EGP670.00
"Vital Lies, Simple Truths",EGP650.00
Rebel,EGP690.00
Stranger,EGP605.00
Three Comedies,EGP280.00
Leaders Eat Last,EGP520.00
The Lean Startup,EGP620.00
Brief Answers to the Big Quest,EGP485.00
Little Women,EGP280.00
Vanishing Half,EGP690.00
All Adults Here,EGP690.00
Long Petal of the Sea,EGP730.00
Perfect Wife,EGP360.00
Code of the Extraordinary Mind,EGP690.00
Bad Blood,EGP360.00
Briefer History of Time,EGP470.00
Normal People,EGP470.00
Lord of the Flies,EGP375.00
Song of Ice and Fire 5 Dance W,EGP360.00
Emotional Intelligence,EGP360.00
Grand Design,EGP620.00
Song of Ice and Fire 1 Game of,EGP400.00
Song of Ice and Fire 4 Feast f,EGP360.00
Song of Ice and Fire 2 Clash o,EGP360.00
Seven Principles for Making Marriage Work,EGP690.00
Mindsight,EGP690.00
Social Intelligence,EGP730.00
Wisdom of the Enneagram,EGP895.00
Complete Sherlock Holmes,EGP560.00
Sherlock Holmes Complete Novel,EGP275.00
Brief History of Time,EGP425.00
Book Thief,EGP425.00
Magic of Reality,EGP425.00
Sun is also a Star Film Tie-In,EGP375.00
"Everything, Everything",EGP375.00
Wonder,EGP375.00
Origin,EGP470.00
Inferno,EGP375.00
Apartment,EGP375.00
Angels and Demons,EGP375.00
Digital Fortress,EGP375.00
Deception Point,EGP375.00
Lost Symbol,EGP375.00
The Baby-Siters Club: Claudia and Mean Janine,EGP445.00
Baby-Sitters Club Graphix 3 Ma,EGP445.00
Guts,EGP525.00
One Day in December,EGP400.00
Little Fires Everywhere,EGP360.00
Camino Island,EGP360.00
Killing Commendatore,EGP730.00
Beautiful and Damned,EGP320.00
Conversations with Friends,EGP690.00
Undiscovered Self,EGP360.00
Atlas Shrugged,EGP400.00
Think and Grow Rich,EGP360.00
Best of Me,EGP360.00
Assassin’s Creed Secret Crusad,EGP400.00
Assassin’s Creed Brotherhood,EGP400.00
Assassin’s Creed Renaissance,EGP400.00
Holes 1,EGP360.00
Man and His Symbols,EGP360.00
Persuader,EGP400.00
Wedding,EGP360.00
Hunger Games 1,EGP605.00
Assassin’s Creed Unity,EGP445.00
Assassin’s Creed Black Flag,EGP400.00
Assassin’s Creed Forsaken,EGP400.00
The Ride of a Lifetime,"EGP1,140.00"
Proposal,EGP465.00
Holding Up The Universe,EGP445.00
Death Cure,EGP445.00
Maze Runner 2 Scorch Trials,EGP445.00
Maze Runner 1,EGP445.00
Sex and Vanity,EGP730.00
After the Dark,EGP320.00
The MacGregors: Rebellion,EGP320.00
Bloodleaf Trilogy,EGP400.00
Mrs Everything,EGP425.00
Wabi Sabi,EGP755.00
Come Sundown,EGP425.00
Private Scandals,EGP425.00
Little Fires Everywhere,EGP425.00
Samarkand,EGP470.00
Leo the African,EGP550.00
Friend,EGP425.00
Crazy Rich Asians,EGP650.00
Night Circus,EGP360.00
Positive Discipline,EGP690.00
Secrets of the Baby Whisperer,EGP360.00
Mindset,EGP690.00
Women Who Run with the Wolves,EGP895.00
Hitchhiker’s Guide to the Gala,EGP320.00
Power of Now,EGP520.00
Tipping Point,EGP400.00
Joy,EGP650.00
Intelligence,EGP650.00
Maturity,EGP650.00
Osho Zen Tarot,"EGP1,220.00"
Boundaries in Dating,EGP770.00
Good Spy,EGP730.00
Silent House,EGP650.00
Norwegian Wood,EGP360.00
Carrie,EGP400.00
Shining,EGP400.00
Getting More,EGP505.00
After Dark,EGP360.00
Love in the Time of Cholera,EGP320.00
Exile and the Kingdom,EGP650.00
Kafka on the Shore,EGP360.00
Silmarillion,EGP360.00
Lord of the Rings 3 Return of,EGP360.00
Ministry of Utmost Happiness,EGP470.00
Three Daughters of Eve,EGP470.00
Emotional Agility,EGP520.00
The Forty Rules of Love,EGP470.00
The Bastard of Istanbul,EGP470.00
The Architect’s Apprentice,EGP470.00
The General in His Labyrinth,EGP470.00
One Hundred Years of Solitude,EGP470.00
Start With Why,EGP520.00
Digital Minimalism,EGP520.00
White Bird A Wonder Story,EGP960.00
All the Bright Places,EGP375.00
15 Minute Arabic,EGP580.00
Find Your Why,EGP815.00
The Flea Palace,EGP470.00
The Black Tulip,EGP425.00
The Wrath and the Dawn,EGP485.00
Me Before You,EGP400.00
Everything I Never Told You,EGP485.00
33 Strategies of War,"EGP1,060.00"
Ultimate Ambition in the Arts,EGP570.00
Legend 2 Prodigy,EGP485.00
Legend,EGP525.00
Anna and the French Kiss,EGP485.00
Paper Towns,EGP445.00
Looking For Alaska,EGP525.00
Sufi Book of Life,EGP770.00
12 Rules for Life,EGP520.00
Good Reasons for Bad Feelings,EGP520.00
David and Goliath,EGP325.00
The Body Keeps the Score,EGP620.00
Fall of The House of Usher,EGP525.00
Tell-Tale Heart,EGP175.00
Two Can Keep a Secret,EGP425.00
One of Us Is Lying,EGP425.00
James and the Giant Peach,EGP285.00
Percy Jackson and the Greek He,EGP325.00
Percy Jackson and the Last Oly,EGP325.00
Percy Jackson and the Sea of M,EGP325.00
Percy Jackson and the Battle o,EGP325.00
Percy Jackson and the Titan’s,EGP325.00
Percy Jackson and the Lightning Thief,EGP325.00
Turtles All the Way Down,EGP425.00
Magnus Chase and the Sword of,EGP325.00
Heroes of Olympus 4 The House of Hades,EGP325.00
Heroes of Olympus 2 The Son of Neptune,EGP325.00
Kane Chronicles:the Throne of,EGP325.00
We’ll Always Have Summer,EGP425.00
Heroes of Olympus 1 Lost Hero,EGP400.00
What the Dog Saw,EGP325.00
Outliers,EGP410.00
New Earth,EGP520.00
Black Swan,EGP520.00
"Thinking, Fast and Slow",EGP620.00
Pearl,EGP485.00
Road Less Travelled,EGP470.00
Hear the Wind Sing,EGP325.00
Sapiens,EGP620.00
Fifty Shades of Grey,EGP425.00
1Q84,EGP715.00
Sex and the Citadel,EGP465.00
The Handmaid’s Tale,EGP470.00
Educated,EGP520.00
Brave New World,EGP465.00
You’ll See It When You Believe,EGP470.00
Pulling Your Own Strings,EGP520.00
Wind-up Bird Chronicle,EGP470.00
Hard-boiled Wonderland and the,EGP470.00
Elephant Vanishes,EGP470.00
After the Quake,EGP470.00
Sputnik Sweetheart,EGP470.00
Feel the Fear and Do it Anyway,EGP470.00
Instant Life Coach,EGP470.00
The Power of Positive Thinking,EGP375.00
Who Moved My Cheese?,EGP425.00
Napkin Finance,EGP650.00
Happiness Project,EGP360.00
Everything Is F*cked,EGP770.00
Essential Rumi,EGP730.00
Enneagram In Love And Work,EGP730.00
First Phone Call from Heaven,EGP320.00
Everybody Lies,EGP770.00
13 Things Mentally Strong Peop,EGP730.00
Focus,EGP360.00
Art of Thinking Clearly Intl,EGP360.00
Predictably Irrational,EGP360.00
Freakonomics,EGP360.00
Arrogant Years,EGP690.00
Monk Who Sold His Ferrari,EGP360.00
How to Get What You Want,EGP605.00
The People Look Like The Flowers at Last,EGP690.00
Tete a Tete,EGP650.00
5 AM Club,EGP815.00
Dear Ijeawele Or A Feminist M,EGP275.00
Crazy in Love at The Lonely Hearts Bookshop,EGP470.00
Eleanor Oliphant is Completely Fine,EGP550.00
All the Light We Cannot See,EGP470.00
Giver,EGP325.00
Death on the Nile,EGP375.00
How to Fall in Love,EGP360.00
Elite,EGP425.00
Selection,EGP425.00
Hobbit,EGP375.00
Case-Book of Sherlock Holmes,EGP130.00
Jane Eyre,EGP155.00
"Chronicles of Narnia 1 Lion, t",EGP325.00
Brida,EGP325.00
Pilgrimage,EGP325.00
Manual of the Warrior of Light,EGP325.00
Alchemist,EGP325.00
